book_id,book_title,category_id,author,book_copies,book_pub,publisher_name,isbn,copyright_year,date_receive,date_added,status,class,pages,p_price,nbook_issued,nlost,ndamage,bill_date
1541,The Rainbow Slide,,Mukta Munjal,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,16,10,,,,22-10-1994
1542,Kalu-The Black Bhalu,,Juhi Sinha,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,16,10,,,,22-10-1994
1543,Koel ka Sitar,,Ashok Chakrdhar,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,24,10,,,,22-10-1994
1544,Bhartiya Gaurav ki Kahaniyan,,Manmohan Saral,,,"M.N.Publishers and Distributors,Gr. Kailash,Delhi",,1989,,,,891.433,31,10,,,,22-10-1994
1545,Hasaya Tarang,,Jyoti Aggarwal,,,"Hindi Seva Sadan,Kacchi Sadak,Halan Ganj",,1994,,,,891.433,24,10,,,,22-10-1994
1546,Jo Shahid Hue hai Unki,,Rajesh Dixit,,,"Bhasha Bhawan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1547,Andher Nagri Chaupat Raja,,Bhartendu Harishchandra,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,24,10,,,,22-10-1994
1548,Guru Ghantal,,Sudarshan Singh Chakra,,,Hindi Seva Sadan,,1994,,,,891.433,31,10,,,,22-10-1994
1549,Mishr ki Lok Kathayein,,Madhurajeev Pandya,,,"Nalanda Prakashan,Mehrauli,Delhi",,1991,,,,891.433,48,10,,,,22-10-1994
1550,Dohra Pagal,,Narendra Dhir,,,"Sharda Prakashan,Darya Ganj,Delhi",,1993,,,,891.433,32,10,,,,22-10-1994
1551,Suno Bhayi Sadho,,Taradutt Nirvirodh,,,"Sahityagaar,Jaipur",,1990,,,,891.433,32,10,,,,22-10-1994
1552,Haryana ki Bodh Kathayein,,"Indra 'Swapn""",,,"Vikram Prakashan,Krishna Nagar,Delhi",,1993,,,,891.433,32,10,,,,22-10-1994
1553,Mann ke Laddoo,,Sudarshan Singh 'Chakra',,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1993,,,,891.433,32,10,,,,22-10-1994
1554,Pyari-Pyari Kahaniyan,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1555,Bhai ki Vidaai,,Aacharya Chatursen Shastri,,,"Sharda Prakashan,Darya Ganj,Delhi",,1992,,,,891.433,32,10,,,,22-10-1994
1556,Chota Jadugar,,Jaishankar Prasad,,,"Granth Vikas,Raja Park,Adarsh Nagar,Jaipur",,1992,,,,891.433,24,10,,,,22-10-1994
1557,Sahas ka Dhani,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1558,Nehle pe Delhla,,Narendra Dhir,,,"Sharda Prakashan,Darya Ganj,Delhi",,1993,,,,891.433,32,10,,,,22-10-1994
1559,Aladdin ke Chirag ki Kahaniyan,,Rudradev Jhari,,,"Nalanda Prakashan,Mehrauli,Delhi",,1990,,,,891.433,36,10,,,,22-10-1994
1560,Rang Birange Chutkule,,Satish Paramhansa,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1561,Amrit Bantti Nadiya,,Rakesh Arora,,,"Prerna Prakashan,Shastri Nagar,Delhi",,1993,,,,891.433,32,10,,,,22-10-1994
1562,Seekh Nanak Ki,,Satish Paramhansa,,,"Paramhansa Prakashan,Halan Ganj,Mathura",,1991,,,,891.433,32,10,,,,22-10-1994
1563,Maharana Pratap,,Munshi Premchand,,,"Paramhansa Prakashan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1564,Mahraja ka Nyaaya,,Dinesh Srivastava,,,"Acharya Prakashan,Dhamanganj,Illahabad",,1993,,,,891.433,23,10,,,,22-10-1994
1565,Srishti ki Rachna,,Ashok Gujrati,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1991,,,,891.433,32,10,,,,22-10-1994
1566,Apna Apna Bhagya,,Anju Sinha,,,"Sharda Prakashan,Darya Ganj,Delhi",,1993,,,,891.433,32,10,,,,22-10-1994
1567,Manmohak Jhankiya,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1993,,,,891.433,32,10,,,,22-10-1994
1568,Raseele Chutkule,,Manoj Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1569,Anyaya par Vijay,,Smt. Kamla,,,"Arunodaya Prakashan,Asaf Ali Road,Delhi",,1990,,,,891.433,71,10,,,,22-10-1994
1570,Rochak Kahaniyan,,Dr. Balkrishan Pandey,,,"Shilpi Prakashan,Meerapur,Illahabad",,1992,,,,891.433,24,10,,,,22-10-1994
1571,Rochak Lok Kathayein,,Prahalad Ramsharan,,,"Pandulipi Prakashan,Krishna Nagar,Delhi",,1989,,,,891.433,40,10,,,,22-10-1994
1572,Heera-Moti,,Shri Krishna,,,"Bhartiya Bhasha Prakashan,Vishwas Nagar,Delhi",,1992,,,,891.433,32,10,,,,22-10-1994
1573,Motiyo ki Doli,,Pushpa Raghu,,,"Vikram Prakashan,Krishna Nagar,Delhi",,1992,,,,891.433,32,10,,,,22-10-1994
1574,Mat Chuke Chauhan,,Yadvendru Sharma Chandra,,,"Pankaj Publications,Shastri Nagar,Delhi",,1991,,,,891.433,32,10,,,,22-10-1994
1575,Munnu-Punnu,,Mahesh 'Divakar',,,Suman Prakashan,,1992,,,,891.433,31,10,,,,22-10-1994
1576,Swami Vivekananda,,Munshi Premchand,,,"Paramhansa Prakashan,Halan Ganj,Mathura",,1994,,,,922.054,32,10,,,,22-10-1994
1577,Seekh Ravidas Ki,,Satish Paramhansa,,,"Paramhansa Prakashan,Halan Ganj,Mathura",,1994,,,,891.433,24,10,,,,22-10-1994
1578,Aao Milkar Gaaye Geet,,Dr. Madhu Bhartiya,,,"Pandulipi Prakashan,Krishna Nagar,Delhi",,1993,,,,891.432,32,10,,,,22-10-1994
1579,Humara Ped Pados Neem,,Naresh Bahadur Srivastava,,,"Praveen Prakashan,Mehrauli,New Delhi",,1993,,,,1,24,10,,,,22-10-1994
1580,Gujarat ki Lok Kathayein,,Gaurishankar Pandya,,,"Itihas Shodh Sansthan,Mehrauli,Delhi",,1987,,,,891.433,34,10,,,,22-10-1994
1581,Andher Nagri Chaupat Raja,,Bhartendu Harishchandra,,,"Sourabh Prakashan,Laudar Road,Illahabad",,1990,,,,891.433,28,10,,,,22-10-1994
1582,Mandir,,Munshi Premchand,,,"Granth Vikas,Raja Park,Adarsh Nagar,Jaipur",,1991,,,,891.433,28,10,,,,22-10-1994
1583,Aandhi,,Jaishankar Prasad,,,"Granth Vikas,Raja Park,Adarsh Nagar,Jaipur",,1992,,,,891.433,48,10,,,,22-10-1994
1584,Aakash Deep,,Jaishankar Prasad,,,"Granth Vikas,Jaipur",,1992,,,,891.433,24,10,,,,22-10-1994
1585,Bharat ka Savidhaan,,Manoj Goel,,,"Hindi Seva Sadan,Kacchi Sadak,Mathura",,1994,,,,900,24,10,,,,22-10-1994
1586,Jaat-Paat Abhishaap Hai,,Premchand Goswami,,,"Shyam Prakashan,Filmo Colony,Jaipur",,1994,,,,891.433,32,10,,,,22-10-1994
1587,Manoranjak Khel Kathayein,,Virendra Jain,,,"Children Book Society,Mehrauli,Delhi",,1993,,,,891.433,24,10,,,,22-10-1994
1588,Prernapad Kahaniyan,,Kanhaiyalal Goel,,,"Bhasha Bhawan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1589,Balko ke Priya Khel,,Sudhir Sharma,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1994,,,,891.433,28,10,,,,22-10-1994
1590,Ghumanto Batuta,,Hima Kaul,,,"Sambhavna Prakashan,Revti Kunj,Hapur",,1992,,,,891.433,52,10,,,,22-10-1994
1591,Nutan Brahmchari,,Balkrishan Bhatt,,,"Balsabha Prakashan,Mehrauli,Delhi",,1991,,,,891.433,39,10,,,,22-10-1994
1592,Amar Rahenge Yeh Balidani,,Rajesh Dixit,,,"Bhasha Bhawan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,22-10-1994
1593,Shikshaprad Suktiya,,Shatrughan Lal Shukl,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,1,32,10,,,,22-10-1994
1594,Bharat ka Swatantrata Sangram,,Radheshyam Vigat,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,900,32,10,,,,22-10-1994
1595,Gopal Krishna Gokhale,,Munshi Premchand,,,"Bhasha Bhawan,Mathura",,1994,,,,922.054,32,10,,,,22-10-1994
1596,Bharat ka Janjeewan,,Radheshyam Vigat,,,"Bhasha Bhawan,Mathura",,1994,,,,900,32,10,,,,22-10-1994
1597,Hawa Ki Zabani,,Abdul Razak,,,"Balvigyan Bharti Prakashan,Varanasi",,1990,,,,891.433,48,10,,,,22-10-1994
1598,Deshbhakti ke Tarane,,Vivek 'Nishu',,,"Paramhansa Prakashan,Halan Ganj,Mathura",,1994,,,,891.432,32,10,,,,22-10-1994
1599,Safal Prarthmik Upchar,,Mukul Aggarwal,,,"Hindi Seva Sadan,Mathura",,1994,,,,1,32,10,,,,22-10-1994
1600,Desh Humara Pyara Bharat,,Harivansh Tarun,,,"Prakasahan Sansthan,Dariya Ganj,Delhi",,1993,,,,891.432,32,10,,,,22-10-1994
1601,Hum aur Humara Samaj,,Rajendra Kumar 'Rajeev',,,"Vikram Prakashan,Krishna Nagar,Delhi",,1994,,,,900,32,10,,,,22-10-1994
1602,Prakarti ki Seekh,,Raghunath Prasad Pathak,,,"Sanmarg Prakashan,Delhi,Banglow Road",,1992,,,,500,48,10,,,,22-10-1994
1603,Netaji Subhash Chandra Bose,,Narendra Tripathi,,,"Praveen Prakashan,Mehrauli,New Delhi",,1991,,,,922.054,62,10,,,,22-10-1994
1604,Sanjay ka Doordarshan,,Rekha,,,"Shekhar Prakashan,Seelampur,Delhi",,1992,,,,891.433,32,10,,,,22-10-1994
1605,Mahabharat ki Bodh Kathayein,,Rajkumari Pandey,,,"Pandulipi Prakashan,Krishna Nagar,Delhi",,1991,,,,891.433,47,10,,,,22-10-1994
1606,Karamaat Khargosh Ki,,Shankar Baam,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1991,,,,891.433,56,10,,,,22-10-1994
1607,Choti Choti Baate,,Surendra Didi,,,"Manisha Prakashan,Ashok Vihar,Delhi",,1993,,,,891.433,60,25,,,,22-10-1994
1608,Poems,,Amrita Pritam,,,"Magadh Prakashan,Modern Shahdara,Delhi",,1992,,,,491.432,32,25,,,,15-02-1995
1609,Poems,,Amrita Pritam,,,"Magadh Prakashan,Modern Shahdara,Delhi",,1992,,,,491.432,32,25,,,,15-02-1995
1610,RamaKrishna Paramhansaa(Stories of Religions),,Dr. B.R. Kishore,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,491.433,54,20,,,,15-02-1995
1611,Sai Baba of Shirdi,,H.S. Ganguly,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,922.054,48,20,,,,15-02-1995
1612,Vaishno Devi,,Prof. L.M. Sharma,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,290.34,56,20,,,,15-02-1995
1613,Lord Buddha,,Dr. B.R. Kishore,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,290.34,40,20,,,,15-02-1995
1614,Lord Ganesh,,Dr. B.R. Kishore,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,290.34,47,20,,,,15-02-1995
1615,Durga Mata,,Dr. B.R. Kishore,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,290.34,47,20,,,,15-02-1995
1616,Our Bapu,,Publisher,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,290.34,60,20,,,,15-02-1995
1617,Moby Dick,,Modern Illustrated Classic,,,"M.B.D. Publishers & Distributors,Shahdara",,1993,,,,922.54,50,45,,,,15-02-1995
1618,The Swiss Family Robinson,,Modern Illustrated Classic,,,"M.B.D. Publishers & Distributors,Shahdara",,1993,,,,491.433,56,45,,,,15-02-1995
1619,Treasure Island,,Modern Illustrated Classic,,,"M.B.D. Publishers & Distributors,Shahdara",,1993,,,,491.433,56,45,,,,15-02-1995
1620,Cooking with Mother,,Lynne Peebles,,,"Ladybird Book Ltd.,England",,,,,,491.433,53,35,,,,15-02-1995
1621,Television,,R.P.A Edwards,,,"Ladybird Book Ltd.,England",,,,,,1,51,35,,,,15-02-1995
1622,Ananse and the Sky God,,Fran Hunia,,,"Ladybird Book Ltd.,England",,,,,,1,51,35,,,,15-02-1995
1623,The Holiday Camp Mystery,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,1,51,35,,,,15-02-1995
1624,Play with us,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,1,51,35,,,,15-02-1995
1625,She-Ra and the Surprise Party,,John Grant,,,"Ladybird Book Ltd.,England",,,,,,1,43,35,,,,15-02-1995
1626,The House that Jack Built,,Hy Murdock,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1627,What time is it. Mr. Wolf,,Hy Murdock,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1628,Picture Dictionary,,J McNally,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1629,Play with us,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1630,Indira Gandhi,,H.Y. Sharada Prasad,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1631,The Red Book of Bedtime Stories,,Valerie J Appleby,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1632,The Greenbook of Bedtime Stories,,M.E. Snook,,,"Ladybird Book Ltd.,England",,,,,,420.54,51,35,,,,15-02-1995
1633,Learn About?..Knots,,A.L. Hinton,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1634,Thomas The Tank Engine & Friends,,Rev. W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1635,The Sorcerer's Apprentice,,Anne Mckie,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1636,The Tower of London,,Peter Hammond,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1637,Play with us,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,491.433,50,35,,,,15-02-1995
1638,Bed Time Rhymes,,Audrey Daly,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1639,The Train Drive,,Ian Alexander,,,"Ladybird Book Ltd.,England",,,,,,491.433,26,35,,,,15-02-1995
1640,The Story of Henry V,,L.DV Garde Peach,,,"Ladybird Book Ltd.,England",,1962,,,,491.433,50,35,,,,15-02-1995
1641,Glo Butterfly,,June Woodman,,,"Ladybird Book Ltd.,England",,,,,,491.433,27,35,,,,15-02-1995
1642,Spelling and Grammer,,Dorothy Paull,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1643,Television,,R.P.A Edwards,,,"Ladybird Book Ltd.,England",,,,,,,51,35,,,,15-02-1995
1644,Health & Woodland Birds,,John Leigh Pemberton,,,"Ladybird Book Ltd.,England",,,,,,,50,35,,,,15-02-1995
1645,Gremlins 2,,Fiona Hardwick,,,"Ladybird Book Ltd.,England",,1990,,,,491.433,29,35,,,,15-02-1995
1646,Transformers the Movies,,John Grant,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1647,The Holiday Camp Mystery,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,491.433,50,35,,,,15-02-1995
1648,Talk About Going to the Hospital,,Pauline Wells,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1649,Picture Dictionary,,J McNally,,,"Ladybird Book Ltd.,England",,,,,,491.433,52,35,,,,15-02-1995
1650,The Nurse,,Ann Marcelli,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1651,Thomas The Tank Engine & Friends,,Rev W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1652,Thomas The Tank Engine & Friends,,Rev W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1653,The Magician Party,,Sheila McCullagh,,,"Ladybird Book Ltd.,England",,,,,,891.433,44,35,,,,15-02-1995
1654,Butterflies and Moths,,John Leigh Pemberton,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1655,Snow Bound,,Dave Morris,,,"Ladybird Book Ltd.,England",,1990,,,,891.433,29,35,,,,15-02-1995
1656,Road Block,,Dave Morris,,,"Ladybird Book Ltd.,England",,1990,,,,891.433,29,35,,,,15-02-1995
1657,The Horse that Jack Built,,Hy Murdock,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1658,American Football,,Mick Brett,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1659,Coffee,,Michael Smith,,,"Ladybird Book Ltd.,England",,,,,,580,51,35,,,,15-02-1995
1660,What time is it. Mr. Wolf,,Hy Murdock,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1661,Cooking,,Lynno Peebles,,,"Ladybird Book Ltd.,England",,,,,,691.5,52,35,,,,15-02-1995
1662,Things we do,,W. Murray,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1663,Gremlins,,Fiona Hardwick,,,"Ladybird Book Ltd.,England",,1990,,,,891.433,27,35,,,,15-02-1995
1664,Thomas The Tank Engine & Friends,,Rev W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,891.433,42,35,,,,15-02-1995
1665,Joan of Arc,,L.DV Grade Peach,,,"Ladybird Book Ltd.,England",,,,,,891.433,50,35,,,,15-02-1995
1666,Read it Yourself,,Hy Murdock,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1667,Glo Worm,,June Woodman,,,"Ladybird Book Ltd.,England",,,,,,891.433,25,35,,,,15-02-1995
1668,Cricket,,Tony Bradshaw,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1669,The Red Book of Bedtime Stories,,Valerie J Appleby,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1670,Defenders of the Earth,,Neil Morris,,,"Ladybird Book Ltd.,England",,1988,,,,891.433,45,35,,,,15-02-1995
1671,Indira Gandhi,,H.Y. Sharada Prasad,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1672,Edward joins the band Clives Kite,,Michael Cole,,,"Ladybird Book Ltd.,England",,1993,,,,891.433,43,35,,,,15-02-1995
1673,Codes and Ciphers,,JC Hawtin,,,"Ladybird Book Ltd.,England",,,,,,891.433,51,35,,,,15-02-1995
1674,Puddle Lane,,Sheila McCullagh,,,"Ladybird Book Ltd.,England",,,,,,891.433,43,35,,,,15-02-1995
1675,Road Block,,Dave Morris,,,"Ladybird Book Ltd.,England",,1990,,,,891.433,29,35,,,,15-02-1995
1676,The Great Kerium Robbery,,Lan Alexander,,,"Ladybird Book Ltd.,England",,,,,,491.433,25,35,,,,15-02-1995
1677,Fun at the Fair,,Dennis Miller,,,"Ladybird Book Ltd.,England",,,,,,491.433,25,35,,,,15-02-1995
1678,Thomas The Tank Engine & Friends,,Rev W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1679,He-Man meets the Beast,,John Grant,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1680,Snow Bound,,Dave Morris,,,"Ladybird Book Ltd.,England",,1990,,,,491.433,29,35,,,,15-02-1995
1681,Thomas The Tank Engine & Friends,,Rev W. Awdry,,,"Ladybird Book Ltd.,England",,,,,,491.433,43,35,,,,15-02-1995
1682,Gremlins 2,,Fiona Hardwick,,,"Ladybird Book Ltd.,England",,1990,,,,491.433,29,35,,,,15-02-1995
1683,Gremlins 2(Midnight Feast),,Fiona Hardwick,,,"Ladybird Book Ltd.,England",,1990,,,,491.433,29,35,,,,15-02-1995
1684,He-Man and the Memory Stone,,Jason Kingsley,,,"Ladybird Book Ltd.,England",,,,,,491.433,150,35,,,,15-02-1995
1685,Flight,,Geoffrey Hoyle,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1686,Bears and Pandas,,John Leigh Pemberton,,,"Ladybird Book Ltd.,England",,,,,,491.433,51,35,,,,15-02-1995
1687,More Stories From Panchtantra,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,107,60,,,,15-02-1995
1688,The Prophets of God,,Mehnaz Afshin,,,"Hemkunt Press,Naraina,New Delhi",,1991,,,,491.433,94,60,,,,15-02-1995
1689,The Story of Guru Nanak,,Mala Singh,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,64,60,,,,15-02-1995
1690,Arabian Nights,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,112,60,,,,15-02-1995
1691,Aladdin and Alibaba,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1994,,,,491.433,47,69,,,,15-02-1995
1692,Mahabharat,,Bani Roy Chowdhary,,,"Hemkunt Press,Naraina,New Delhi",,1994,,,,491.433,48,60,,,,15-02-1995
1693,Ramayan,,Bani Roy Chowdhary,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,48,60,,,,15-02-1995
1694,Aesop's Fables,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,72,60,,,,15-02-1995
1695,Folk Tales From Mauritius,,K.Sewtohul,,,"Hemkunt Press,Naraina,New Delhi",,1991,,,,491.433,38,60,,,,15-02-1995
1696,Tales of Birbal and Akbar,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1994,,,,491.433,56,69,,,,15-02-1995
1697,Story of Jesus Christ,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1992,,,,924.54,80,60,,,,15-02-1995
1698,Biography of Guru Nanak,,Prof. Kartar Singh,,,"Hemkunt Press,Naraina,New Delhi",,1994,,,,924.54,124,75,,,,15-02-1995
1699,Story of Guru Gobind Singh,,Prof. Kartar Singh,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,924.54,94,60,,,,15-02-1995
1700,Tales from Eastern India,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,56,50,,,,15-02-1995
1701,The Story of Krishna,,Bani Roy Chowdhary,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,87,60,,,,15-02-1995
1702,South Indian folk Tales,,Rupa Gupta,,,"Hemkunt Press,Naraina,New Delhi",,1992,,,,491.433,63,60,,,,15-02-1995
1703,Jatak Tales,,Manorama Jafa,,,"Hemkunt Press,Naraina,New Delhi",,1993,,,,491.433,56,60,,,,15-02-1995
1704,Stories of Birbal & Akbar,,Vernon Thomas,,,"Hemkunt Press,Naraina,New Delhi",,1994,,,,491.433,52,69,,,,15-02-1995
1705,Good Night Stories,,Publisher,,,"Peter Haddock Ltd.,Bridlington,England",,,,,,491.433,156,250,,,,15-02-1995
1706,Erid Blyton Fairy Stories,,Sally Holmes,,,"Diamond Books Palace Road,London",,1993,,,,491.433,92,250,,,,15-02-1995
1707,My Giant Book of Fairy Stories,,Isabel Urena,,,"Peter Haddock Ltd.,Bridlington,England",,,,,,491.433,200,250,,,,15-02-1995
1708,First Dictionary,,Rachel Pilcher,,,"Rainbow Books,Elsley House,London",,1989,,,,30,93,225,,,,15-02-1995
1709,Festival Fairy Tales,,Publisher,,,"Peter Haddock Ltd.,Bridlington,England",,,,,,491.433,196,250,,,,15-02-1995
1710,Children Illustrated Encyclopedia,,Dorling Kindersley,,,"Great Britaian Henirietta Street,London",,1991,,,,30,644,1050,,,,15-02-1995
1711,Nursery Rhymes,,Publisher,,,World International Pvt. Ltd.,,1993,,,,491.432,95,150,,,,15-02-1995
1712,Classic Fairy Tales,,Maureen Spurgeon,,,"Brown Watson,England",,1992,,,,491.432,32,150,,,,15-02-1995
1713,Aao Model Banaye,,Shyam Sunder Sharma,,,"Prabhat Prakashan,Chawri Bazar,Delhi",,1993,,,,500,160,125,,,,15-02-1995
1714,Aao Prayog Kare,,Shyam Sunder Sharma,,,"Granth Academy,Darya Ganj,Delhi",,1994,,,,540,116,100,,,,15-02-1995
1715,Ekyavan Shrestha Kahaniyan,,Kamal Shukl,,,"Jeevan Jyoti Prakashan,Charkhewalan,Delhi",,1994,,,,891.433,164,60,,,,15-02-1995
1716,Man Mandir kd Dware,,Braj Bhushan,,,"Himachal Pustak Bhandar,Gandhi Nagar,Delhi",,1995,,,,891.433,142,40,,,,15-02-1995
1717,Yashpal ki Kahaniyan,,Prakashwati Pal,,,"Vikas Paper Books,Gandhi Nagar,Delhi",,1992,,,,891.433,127,40,,,,15-02-1995
1718,Prernastroth tatha anya Kahaniyan,,Nandlal Sharma aur anya,,,"Kitab Ghar,Ansari Road,Delhi",,1995,,,,891.433,192,70,,,,15-02-1995
1719,Ramleela tatha anya Kahaniyan,,Hridyesh,,,"Kitab Ghar,Ansari Road,Delhi",,1993,,,,891.433,144,50,,,,15-02-1995
1720,Light House(Eng. Grammmer),,Shiv Shankar Gupta,,,"Anil Prakashan,Nai Sarak,Delhi",,1987,,,,491.425,208,40,,,,15-02-1995
1721,Swami Vivekanand,,Dr. B.K. Kishore,,,"Anil Prakashan,Nai Sarak,Delhi",,1991,,,,920.54,48,20,,,,15-02-1995
1722,Mother Goose,,AL Dempster,,,"UBS Publishing & Distributors,Ansari Road,Delhi",,,,,,491.433,25,12,,,,15-02-1995
1723,Asia,,Louis Sabin,,,"UBS Publishing & Distributors,Ansari Road,Delhi",,1991,,,,950,25,10,,,,15-02-1995
1724,The Brane Little Tailor(Script illust. Classic),,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1725,Alice in Wonderland,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,,22,,,,09-02-1995
1726,Puss in Boots,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1727,the Stead Fast Tin Soldier,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1728,The Musician of Breman,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,0,22,,,,09-02-1995
1729,The Pied Piper ,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1730,The Flying Trunk,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1731,The Emperor's New Clothes,,Publisher,,,"Script 61 Mahatma Gandhi Road,Calcutta",,,,,,491.433,30,22,,,,09-02-1995
1732,Ben Hur,,Anita Bhalla,,,"Shikha Publications,Krishna Nagar,Delhi",,,,,,491.433,207,18,,,,09-02-1995
1733,The Water's Babies,,Anita Bhalla,,,"Shikha Publications,Krishna Nagar,Delhi",,,,,,491.433,175,18,,,,09-02-1995
1734,Tales of Robinhood,,Anita Bhalla,,,"Shikha Publications,Krishna Nagar,Delhi",,,,,,491.433,206,18,,,,09-02-1995
